frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49,Y_50,Y_51,Y_52,Y_53,Y_54,Y_55,Y_56,Y_57,Y_58,Y_59,Y_60,Y_61,Y_62,Y_63,Y_64,Y_65,Y_66,Y_67,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32,Z_33,Z_34,Z_35,Z_36,Z_37,Z_38,Z_39,Z_40,Z_41,Z_42,Z_43,Z_44,Z_45,Z_46,Z_47,Z_48,Z_49,Z_50,Z_51,Z_52,Z_53,Z_54,Z_55,Z_56,Z_57,Z_58,Z_59,Z_60,Z_61,Z_62,Z_63,Z_64,Z_65,Z_66,Z_67,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,AU01_r_AU02_r
1,0,0.956117,1,0.16526,0.0932378,-0.981833,-0.181307,0.23564,-0.954778,10.3351,18.2071,305.836,0.238667,0.000387935,-0.147758,102.85,108.545,115.458,123.077,132.908,147.295,163.063,182.277,203.884,225.097,242.208,257.69,269.474,275.245,276.255,276.18,274.592,103.935,113.246,129.429,147.117,164.174,198.264,214.681,231.012,247.05,259.846,185.55,188.704,191.797,195.004,176.316,186.515,196.891,206.437,214.693,123.694,132.572,145.765,158.099,146.885,134.188,213.265,223.662,236.672,247.355,239.054,226.362,165.084,178.546,189.861,199.097,208.313,221.251,234.09,222.991,210.917,200.764,191.127,178.972,170.853,190.533,199.965,209.51,228.948,208.733,199.171,189.722,224.618,247.3,268.347,288.737,308.459,326.117,340.885,354.127,356.762,350.648,334.899,314.831,292.997,269.057,244.463,219.369,194.852,203.806,191.129,185.756,185.351,188.559,181.868,173.217,169.27,170.005,177.69,211.982,230.807,249.493,268.431,277.954,280.984,283.056,278.442,273.499,225.593,218.943,217.451,222.315,227.788,229.691,212.735,203.875,202.11,205.18,212.169,214.32,309.548,304.057,300.8,301.96,297.957,297.734,298.236,310.076,316.282,318.902,319.443,317.024,310.216,308.639,308.349,305.644,300.366,304.759,307.539,307.839,-66.6684,-62.6353,-57.5921,-51.468,-42.6441,-29.2075,-14.8332,1.93377,20.0118,38.3943,54.4621,69.5284,80.072,84.0344,84.0725,83.3577,81.2176,-60.9663,-51.9761,-38.1101,-24.0015,-11.2983,13.057,25.071,37.4873,50.0512,61.081,4.06319,6.27732,8.38347,10.5294,-2.77157,4.84777,12.4718,19.5355,25.7304,-44.6833,-36.915,-26.3651,-16.7846,-25.6272,-35.811,25.3048,33.3041,43.293,52.1509,45.2692,35.4717,-11.9234,-1.12574,7.49363,14.4674,21.4515,31.8662,43.0707,33.3277,23.5459,15.7568,8.4689,-0.796523,-7.23311,8.07542,15.2605,22.5771,38.6218,21.8338,14.5219,7.4017,-13.2919,6.39881,25.2944,44.0665,61.9925,76.9069,88.355,96.9233,97.8308,94.2033,83.082,66.9701,47.4281,25.6369,3.89816,-17.8805,-38.765,-29.0094,-38.0516,-40.8783,-39.8886,-36.7239,-41.5585,-48.2785,-51.9768,-52.25,-47.6662,-20.5127,-6.6301,6.74607,19.9526,28.5521,30.4964,31.7911,28.407,24.8447,-11.4332,-16.3898,-17.3652,-13.5532,-9.45113,-8.05835,-20.7408,-27.5553,-28.9451,-26.9604,-21.3342,-19.6478,55.595,49.5992,46.203,46.9397,43.9109,44.5992,46.3725,54.3253,58.0964,59.8752,60.4647,59.7068,55.5248,52.6247,52.2443,50.2222,47.6314,49.2098,51.1606,51.6457,337.553,342.412,348.561,353.192,353.729,348.849,342.11,331.741,327.292,332.57,341.983,349.589,349.579,344.649,341.185,338.547,335.395,313.085,304.148,294.373,285.122,278.871,279.258,282.387,287.057,291.593,298.822,285.991,281.714,277.6,274.137,293.861,290.662,288.423,288.652,289.708,309.994,304.041,300.831,299.364,302.301,305.347,297.149,297.957,298.407,302.451,299.443,298.866,312.255,302.462,296.842,295.932,295.957,301.755,311.047,302.825,297.499,296.427,297.309,302.803,308.894,299.487,298.586,298.854,308.22,296.831,295.898,297.382,0.6115,0.4594,1.248,0,0.06466,0,0,0.2192,1.003,2.431,0.742,1.466,0.7994,1.658,0,0.3415,0.1196,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1.0709
2,0.0383333,0.947832,1,0.16939,0.123636,-0.977763,-0.189648,0.236756,-0.95288,10.2786,18.0538,305.295,0.235731,0.0187992,-0.164207,102.651,108.909,116.506,124.986,135.953,151.348,167.542,186.225,206.931,227.481,243.858,258.786,269.851,275.152,276.017,275.778,273.777,103.037,112.674,128.932,146.393,163.313,197.636,214.096,230.577,246.824,259.69,185.226,188.216,191.222,194.422,175.869,186.019,196.41,205.992,214.219,122.838,131.639,145.028,157.362,146.093,133.158,212.9,223.496,236.729,247.539,239.251,226.312,164.965,178.257,189.468,198.654,207.779,220.776,233.704,222.43,210.25,200.158,190.505,178.495,170.504,190.246,199.63,209.094,228.428,208.224,198.714,189.34,225.574,249.064,270.968,292.155,312.092,329.275,343.214,354.94,356.384,349.438,333.088,312.837,291.053,267.237,242.896,218.028,193.883,203.485,190.687,185.278,184.977,188.361,181.653,173.023,168.888,169.405,177.172,211.385,230.393,249.283,268.372,278.075,280.996,283.011,278.397,273.367,225.064,218.059,216.577,222.03,227.561,229.428,212.36,202.957,201.057,204.446,211.666,213.934,309.314,303.74,300.486,301.666,297.602,297.445,297.982,309.867,316.086,318.75,319.326,316.844,309.933,308.309,308.01,305.248,300.104,304.447,307.337,307.719,-67.3588,-62.8686,-57.1546,-50.0829,-40.0511,-25.6329,-10.9071,5.28221,22.5289,40.3223,55.5958,69.881,79.4688,82.8352,82.76,81.9903,79.5518,-61.8006,-52.5241,-38.5473,-24.5525,-11.918,12.5932,24.6048,37.0608,49.719,60.7805,3.81936,5.90858,7.94428,10.0752,-3.09725,4.46158,12.0676,19.1204,25.2534,-45.4286,-37.686,-26.9411,-17.3351,-26.2367,-36.6498,24.9495,33.0642,43.1732,52.0996,45.238,35.298,-12.0187,-1.34902,7.18129,14.1022,21.0073,31.4196,42.6027,32.8413,23.0373,15.2935,7.99523,-1.16697,-7.50834,7.83802,14.969,22.2121,38.0776,21.4502,14.1753,7.11105,-12.5631,8.01521,27.8763,47.4797,65.5527,79.8677,90.3654,97.5349,97.3605,92.9379,81.0431,64.6044,45.1536,23.7111,2.49577,-18.8093,-39.1213,-29.3207,-38.4714,-41.3053,-40.1992,-36.8797,-41.6628,-48.3321,-52.1084,-52.5246,-47.9193,-20.9119,-6.90956,6.57177,19.8209,28.5465,30.3902,31.6307,28.2461,24.6248,-11.8699,-17.0975,-18.0442,-13.7607,-9.62487,-8.27133,-20.9604,-28.1588,-29.637,-27.4262,-21.6325,-19.8674,55.4064,49.337,45.8777,46.6188,43.561,44.2637,45.9963,54.0779,57.944,59.7466,60.3751,59.5721,55.2932,52.2547,51.86,49.8146,47.2575,48.9792,51.0055,51.5572,340.171,345.443,351.622,355.609,355.19,349.463,341.997,331.475,326.775,331.729,340.083,346.475,345.489,340.062,336.692,334.392,331.371,313.667,304.747,294.852,285.385,278.979,278.924,281.885,286.237,290.635,297.934,285.473,280.931,276.535,272.892,292.868,289.567,287.266,287.354,288.282,310.442,304.4,300.922,299.117,302.255,305.628,296.225,296.939,297.281,301.328,298.24,297.728,312.248,302.356,296.285,295.307,295.408,300.991,309.879,302.35,297.483,296.362,297.306,302.824,308.852,298.819,297.867,298.23,307.135,296.872,295.887,297.4,0.4317,0.2743,1.122,0,0.1231,0,0,0.1306,1.017,2.34,0.5872,1.382,0.6984,1.541,0,0.4106,0.05642,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.706
3,0.0766665,0.947014,1,0.19101,0.094568,-0.977022,-0.157919,0.181517,-0.970625,10.5486,17.8807,304.986,0.239349,0.0262681,-0.169121,102.645,109.217,117.244,126.184,137.825,153.904,170.454,188.899,208.943,228.898,244.622,259.075,269.783,275.05,276.051,275.791,273.578,103.104,113.014,129.491,146.917,163.816,197.998,214.419,230.907,247.25,260.071,185.691,188.597,191.569,194.782,176.092,186.185,196.592,206.23,214.439,122.943,131.668,145.198,157.445,146.179,133.07,213.176,223.739,237.069,247.851,239.699,226.665,165.135,178.463,189.673,198.821,207.938,220.844,233.701,222.387,210.216,200.141,190.472,178.521,170.556,190.431,199.794,209.239,228.396,208.36,198.86,189.522,225.145,249.193,271.714,293.546,313.88,331.06,344.728,355.654,356.457,349.125,332.524,312.255,290.567,266.861,242.541,217.64,193.514,203.072,190.123,184.728,184.562,188.091,181.484,172.956,168.805,169.245,177.155,210.481,229.896,249.208,268.677,278.023,281.01,283.094,278.46,273.335,223.765,216.421,215.036,221.117,226.564,228.322,211.537,201.644,199.683,203.495,210.791,213.08,308.871,303.468,300.376,301.598,297.522,297.317,297.788,309.597,315.735,318.415,318.964,316.458,309.522,308.003,307.751,304.923,299.94,304.164,307.141,307.523,-67.5107,-62.8287,-56.7316,-49.1594,-38.4057,-23.3457,-8.34998,7.54286,24.1787,41.4432,56.0364,69.7174,78.8299,82.1114,82.1404,81.3168,78.6513,-61.6143,-52.1386,-38.0526,-24.1302,-11.5449,12.8423,24.7904,37.1833,49.8305,60.8263,4.148,6.1643,8.16453,10.2958,-2.9237,4.57161,12.1637,19.2331,25.3288,-45.2173,-37.5685,-26.735,-17.2196,-26.0942,-36.6303,25.0725,33.1161,43.2464,52.1192,45.3941,35.4267,-11.8857,-1.19051,7.33894,14.2326,21.14,31.4713,42.5449,32.8265,23.047,15.3004,7.98063,-1.14723,-7.47008,7.97714,15.0904,22.327,38.0078,21.5898,14.3068,7.25945,-12.9646,8.16029,28.6695,48.9129,67.2774,81.4638,91.6029,98.0338,97.2884,92.4884,80.2314,63.7044,44.3978,23.2048,2.17317,-18.9816,-39.0709,-29.5894,-38.8212,-41.6405,-40.4351,-37.0305,-41.7543,-48.2893,-52.0021,-52.4272,-47.7405,-21.5138,-7.24516,6.49856,19.9747,28.4463,30.3137,31.5933,28.2006,24.5169,-12.8657,-18.3283,-19.1768,-14.4163,-10.3664,-9.1151,-21.5111,-29.0404,-30.5518,-28.0411,-22.2099,-20.4372,55.0665,49.1593,45.8088,46.5812,43.5252,44.1637,45.7831,53.8986,57.7667,59.5674,60.1802,59.3217,54.9899,52.0075,51.651,49.5753,47.0738,48.8473,50.9312,51.4801,340.914,346.73,353.125,356.826,355.717,349.459,341.671,331.112,326.33,331.073,338.727,344.401,342.971,337.451,334.053,331.6,328.315,312.994,304.041,294.29,284.913,278.663,278.732,281.352,285.319,289.441,296.739,284.694,280.1,275.676,272.083,292.238,288.743,286.378,286.425,287.296,309.566,303.636,300.075,298.218,301.385,304.892,295.214,295.756,296.012,300.057,297.025,296.553,312.33,302.56,296.376,295.393,295.574,300.985,309.475,302.516,297.95,296.737,297.704,303.075,308.973,298.744,297.8,298.281,306.779,297.379,296.318,297.814,0.3258,0.1212,1.139,0,0.1326,0,0,0.1236,1.037,2.26,0.4761,1.201,0.5834,1.438,0,0.5159,0.01653,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.447
4,0.115,0.947213,1,0.150526,0.079632,-0.985394,-0.153401,0.154258,-0.976049,11.109,17.6886,304.86,0.243569,0.0308144,-0.170604,102.814,109.652,118.021,127.205,139.205,155.705,172.537,190.956,210.582,230.122,245.496,259.775,270.359,275.652,276.808,276.607,274.292,103.262,113.663,130.363,147.762,164.672,198.962,215.383,231.88,248.287,261.149,186.594,189.419,192.348,195.55,176.922,186.932,197.237,206.844,215,123.237,131.912,145.776,158.032,146.696,133.23,214.035,224.422,238.032,248.926,240.918,227.638,165.61,179.002,190.272,199.368,208.426,221.415,234.378,222.957,210.645,200.622,190.956,178.957,171.001,191.029,200.354,209.736,228.986,208.913,199.46,190.159,224.472,248.916,271.879,294.16,314.78,331.993,345.411,355.814,356.197,348.706,332.031,311.841,290.305,266.763,242.537,217.653,193.581,202.566,189.57,184.263,184.143,187.713,181.153,172.679,168.587,168.954,176.939,209.804,229.328,248.761,268.331,277.915,280.825,282.881,278.377,273.313,222.789,214.872,213.581,220.542,225.996,227.63,211.004,200.326,198.218,202.646,210.154,212.553,308.633,303.147,300.045,301.298,297.242,297.075,297.702,309.493,315.612,318.242,318.789,316.246,309.244,307.694,307.452,304.623,299.847,304.081,307.059,307.451,-67.4599,-62.5758,-56.1281,-48.2595,-37.1349,-21.7138,-6.52652,9.28639,25.5217,42.3812,56.5489,69.9212,78.7794,82.0227,82.2161,81.4688,78.6866,-61.2927,-51.4822,-37.3073,-23.465,-10.9227,13.5227,25.4451,37.7885,50.4141,61.4054,4.7961,6.74369,8.7055,10.8261,-2.30148,5.12064,12.6273,19.6565,25.6924,-44.8932,-37.2956,-26.2234,-16.7324,-25.6411,-36.4477,25.6606,33.5267,43.8306,52.7914,46.1876,36.0643,-11.5196,-0.773665,7.79913,14.6561,21.5237,31.9226,43.0609,33.3079,23.4161,15.6962,8.36734,-0.810762,-7.128,8.43741,15.5216,22.7137,38.4615,22.0505,14.7888,7.75935,-13.5716,7.93064,28.8694,49.5076,68.0713,82.2184,92.1845,98.168,96.9687,91.9175,79.4586,62.9672,43.8582,22.9494,2.15418,-18.845,-38.7364,-29.8994,-39.1369,-41.8924,-40.656,-37.2601,-41.9671,-48.4128,-52.0153,-52.4515,-47.7179,-21.9632,-7.64032,6.17633,19.7241,28.3515,30.156,31.4138,28.1018,24.454,-13.612,-19.4881,-20.2429,-14.8203,-10.7814,-9.63999,-21.8615,-29.9429,-31.5573,-28.61,-22.6287,-20.7784,54.9429,48.9699,45.5889,46.3858,43.3428,43.9937,45.6928,53.8839,57.7758,59.5529,60.1712,59.2722,54.85,51.7877,51.4388,49.361,46.9887,48.8704,50.9632,51.5162,341.403,347.466,353.749,357.067,355.58,349.12,341.61,331.106,325.985,330.298,337.262,342.376,340.566,334.964,331.745,329.414,325.974,312.004,303.151,293.595,284.321,278.36,278.579,280.913,284.523,288.387,295.586,284.121,279.67,275.389,271.956,292.094,288.538,286.165,286.039,286.742,308.941,302.956,299.309,297.524,300.745,304.413,294.509,294.818,295.033,299.183,296.168,295.721,312.709,302.927,296.579,295.594,295.774,301.094,309.327,302.885,298.48,297.319,298.32,303.665,309.424,298.838,297.891,298.373,306.699,297.906,296.864,298.343,0.2795,0,1.271,0,0.1193,0,0,0.1323,1.046,2.258,0.4221,1.048,0.5841,1.407,0,0.6149,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.2795
5,0.153333,0.945244,1,0.169281,0.0911817,-0.981341,-0.156779,0.180426,-0.971013,10.6153,17.6024,303.281,0.242253,0.0332901,-0.17398,101.968,108.929,117.489,126.917,139.214,155.945,172.911,191.104,210.563,230.024,245.276,259.506,270.015,275.272,276.46,276.248,273.842,102.152,112.72,129.53,146.948,163.894,198.285,214.73,231.293,247.748,260.628,185.937,188.729,191.642,194.849,176.269,186.261,196.569,206.162,214.291,122.114,130.83,144.75,157.131,145.701,132.153,213.381,223.91,237.585,248.574,240.479,227.098,165.222,178.497,189.72,198.75,207.756,220.705,233.604,222.268,210.06,200.09,190.469,178.491,170.575,190.533,199.782,209.12,228.181,208.346,198.935,189.71,224.463,249.169,272.422,294.923,315.64,332.746,345.977,356.125,356.345,348.694,331.795,311.485,289.886,266.303,242.102,217.282,193.369,202.489,189.533,184.239,184.187,187.843,181.288,172.881,168.667,168.926,176.839,209.678,229.226,248.675,268.261,277.999,280.838,282.844,278.379,273.319,222.566,214.671,213.378,220.418,225.836,227.49,210.894,200.104,197.994,202.403,209.976,212.395,308.722,303.21,300.037,301.309,297.231,297.162,297.816,309.599,315.763,318.416,318.984,316.407,309.326,307.689,307.443,304.628,299.951,304.107,307.123,307.537,-68.1192,-63.1577,-56.5585,-48.4568,-37.056,-21.4433,-6.17884,9.37915,25.4178,42.1608,56.1691,69.4321,78.1734,81.3636,81.6087,80.9055,78.0853,-61.9626,-52.0126,-37.7755,-23.9411,-11.4145,12.9698,24.8518,37.1964,49.8203,60.804,4.29491,6.20976,8.14634,10.2493,-2.77127,4.59239,12.05,19.0186,24.9934,-45.616,-37.9764,-26.8896,-17.3373,-26.2897,-37.1309,25.0544,32.9955,43.3042,52.3092,45.6484,35.4943,-11.7621,-1.15807,7.33015,14.0936,20.8817,31.1816,42.1983,32.5974,22.8565,15.2157,7.95385,-1.1663,-7.42117,8.00656,14.9911,22.1113,37.608,21.5054,14.3128,7.37571,-13.5635,8.14772,29.3346,50.1368,68.723,82.6774,92.3678,98.0837,96.7589,91.6075,78.9884,62.427,43.323,22.4629,1.77839,-19.0962,-38.8011,-29.8563,-39.0144,-41.7355,-40.4284,-36.9651,-41.6456,-48.0278,-51.7289,-52.2662,-47.6312,-21.9345,-7.66411,6.07012,19.5069,28.2239,29.9548,31.1595,27.8999,24.2847,-13.7389,-19.5629,-20.3083,-14.8453,-10.8562,-9.70842,-21.8457,-29.9798,-31.5889,-28.6798,-22.6615,-20.8037,54.698,48.7136,45.2732,46.0839,43.0575,43.7884,45.5141,53.6756,57.6074,59.3887,60.0074,59.0723,54.5885,51.4552,51.1095,49.0737,46.7949,48.6357,50.7385,51.2991,341.004,347.129,353.427,356.583,354.904,348.217,340.461,329.938,324.865,329.221,336.127,341.13,339.237,333.599,330.484,328.358,325.037,310.915,301.981,292.371,282.951,276.846,277.079,279.516,283.273,287.258,294.582,282.571,277.876,273.328,269.627,290.138,286.522,284.094,283.965,284.712,307.826,301.7,297.978,296.131,299.406,303.137,293.191,293.532,293.753,297.976,294.834,294.384,310.912,301.043,294.567,293.619,293.883,299.234,307.511,301.256,297.017,295.843,296.774,302.003,307.585,296.943,296.02,296.611,304.906,296.355,295.275,296.706,0.2983,0,1.348,0,0.1105,0,0,0.1365,1.046,2.259,0.4066,0.9423,0.5729,1.365,0,0.7148,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.2983
6,0.191666,0.945679,1,0.153572,0.0963872,-0.983425,-0.150344,0.168351,-0.974194,10.5927,17.6157,303.387,0.242912,0.0348648,-0.175692,101.974,109.006,117.651,127.127,139.466,156.201,173.154,191.341,210.76,230.208,245.423,259.634,270.044,275.202,276.361,276.107,273.619,102.005,112.639,129.455,146.852,163.78,198.122,214.581,231.198,247.697,260.55,185.856,188.645,191.564,194.784,176.282,186.255,196.528,206.101,214.211,121.991,130.644,144.668,157.072,145.634,131.975,213.239,223.685,237.449,248.486,240.449,226.987,165.242,178.503,189.716,198.707,207.657,220.653,233.617,222.234,209.966,200.044,190.458,178.484,170.583,190.551,199.757,209.048,228.161,208.27,198.903,189.719,224.612,249.354,272.667,295.201,315.89,332.942,346.09,356.162,356.314,348.624,331.648,311.248,289.614,266.05,241.914,217.188,193.375,202.511,189.523,184.213,184.155,187.836,181.309,172.846,168.614,168.9,176.918,209.655,229.201,248.643,268.215,278.104,280.908,282.886,278.451,273.397,222.506,214.415,213.149,220.461,225.898,227.535,210.923,199.863,197.694,202.292,209.949,212.422,308.816,303.237,300.033,301.31,297.243,297.175,297.869,309.669,315.819,318.434,319.002,316.433,309.395,307.732,307.479,304.68,299.996,304.179,307.174,307.587,-68.1939,-63.1609,-56.4517,-48.2805,-36.8375,-21.2237,-5.97283,9.58775,25.587,42.2987,56.2452,69.4616,78.0882,81.1789,81.4225,80.6972,77.8102,-62.068,-52.0702,-37.8291,-24.0098,-11.5,12.8565,24.7439,37.1204,49.7782,60.7481,4.23689,6.15146,8.09486,10.2097,-2.76306,4.59059,12.0265,18.9802,24.9411,-45.7305,-38.1269,-26.9525,-17.3844,-26.3476,-37.2858,24.9506,32.8202,43.1915,52.2393,45.6202,35.408,-11.7576,-1.15451,7.32982,14.0669,20.8134,31.1531,42.227,32.585,22.792,15.1868,7.94983,-1.1726,-7.42252,8.02343,14.9767,22.0627,37.6095,21.4555,14.2944,7.38559,-13.4485,8.32169,29.5771,50.4068,68.9695,82.8838,92.5546,98.2046,96.7525,91.513,78.7918,62.1467,43.0267,22.2126,1.61718,-19.1548,-38.7516,-29.8333,-39.0188,-41.7525,-40.4497,-36.9846,-41.6372,-48.0509,-51.7571,-52.281,-47.5743,-21.9553,-7.68468,6.05003,19.4851,28.3177,30.0206,31.2053,27.9607,24.3471,-13.7915,-19.7645,-20.483,-14.8148,-10.8113,-9.67758,-21.8264,-30.155,-31.8067,-28.7623,-22.6788,-20.7823,54.8238,48.7675,45.2877,46.1019,43.0781,43.8144,45.5758,53.7524,57.6672,59.428,60.052,59.1339,54.6949,51.5081,51.1528,49.126,46.8519,48.7086,50.7979,51.3595,341.4,347.525,353.68,356.698,355.002,348.351,340.788,330.239,324.931,329.092,335.827,340.728,338.761,333.086,330.067,327.993,324.662,310.858,301.955,292.352,282.94,276.953,277.123,279.507,283.215,287.231,294.597,282.631,277.961,273.44,269.762,290.297,286.665,284.235,284.056,284.777,307.945,301.756,297.986,296.181,299.483,303.276,293.219,293.474,293.679,297.957,294.799,294.365,311.2,301.242,294.679,293.73,293.964,299.346,307.642,301.383,297.105,295.967,296.928,302.216,307.876,297.059,296.114,296.691,305.044,296.462,295.396,296.837,0.3163,0,1.357,0,0.1531,0,0,0.1103,1.041,2.282,0.3943,0.9284,0.5748,1.347,0,0.781,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.3163
7,0.23,0.945553,1,0.13548,0.0866585,-0.986983,-0.153904,0.156852,-0.975557,10.4232,17.6742,303.524,0.24456,0.0367605,-0.177694,101.678,108.774,117.471,126.992,139.395,156.222,173.283,191.527,210.901,230.293,245.452,259.597,269.922,275.015,276.137,275.864,273.348,101.694,112.294,129.095,146.463,163.387,197.876,214.284,230.849,247.33,260.226,185.568,188.355,191.275,194.5,176.048,186.012,196.277,205.836,213.933,121.755,130.396,144.435,156.814,145.399,131.728,213.007,223.436,237.217,248.259,240.254,226.781,164.999,178.266,189.473,198.477,207.432,220.421,233.401,222.004,209.738,199.806,190.205,178.236,170.326,190.313,199.535,208.83,227.937,208.038,198.663,189.468,224.785,249.552,272.879,295.468,316.178,333.228,346.327,356.266,356.281,348.472,331.447,311.066,289.466,265.944,241.82,217.081,193.25,202.647,189.639,184.337,184.296,187.972,181.366,172.884,168.622,168.833,176.797,209.725,229.33,248.842,268.472,278.265,281.067,283.043,278.593,273.53,222.578,214.448,213.181,220.551,226.003,227.625,210.93,199.814,197.6,202.221,209.914,212.42,308.842,303.286,300.11,301.371,297.284,297.177,297.828,309.664,315.84,318.484,319.069,316.512,309.416,307.793,307.53,304.699,299.984,304.211,307.237,307.67,-68.4835,-63.4054,-56.653,-48.4349,-36.9236,-21.2148,-5.86133,9.74648,25.7084,42.375,56.2537,69.3796,77.9083,80.9318,81.1307,80.3761,77.4552,-62.3392,-52.3566,-38.1141,-24.3036,-11.7847,12.6855,24.5259,36.8404,49.4506,60.4123,4.02966,5.9478,7.89828,10.0232,-2.93848,4.41501,11.8533,18.8008,24.7517,-45.9274,-38.3291,-27.1361,-17.5825,-26.5341,-37.4898,24.7684,32.6141,42.9875,52.026,45.4473,35.2353,-11.9588,-1.3382,7.15264,13.9055,20.661,30.9911,42.0567,32.4209,22.6324,15.0164,7.76326,-1.36551,-7.63032,7.84883,14.8201,21.9126,37.4354,21.2946,14.1237,7.20082,-13.3042,8.50291,29.7893,50.683,69.2714,83.177,92.7788,98.3047,96.7415,91.3939,78.5958,61.944,42.8576,22.0986,1.53621,-19.216,-38.7904,-29.7371,-38.9441,-41.6764,-40.3674,-36.9058,-41.6083,-48.0129,-51.7137,-52.2684,-47.5936,-21.9104,-7.59586,6.19384,19.6823,28.4549,30.1589,31.3443,28.0841,24.4578,-13.7373,-19.7439,-20.4628,-14.7485,-10.7336,-9.61089,-21.814,-30.174,-31.8552,-28.7943,-22.6925,-20.7734,54.8817,48.8477,45.3867,46.1875,43.1445,43.8372,45.5431,53.7703,57.7197,59.505,60.1474,59.235,54.7525,51.5963,51.2307,49.1747,46.8435,48.7677,50.8839,51.4631,341.558,347.734,353.917,356.927,355.21,348.511,340.852,330.28,324.987,329.124,335.729,340.484,338.437,332.727,329.651,327.515,324.12,310.977,302.067,292.473,283.076,277.09,277.196,279.443,283.01,286.893,294.151,282.7,278.093,273.635,270.031,290.48,286.87,284.459,284.255,284.931,308.015,301.834,298.044,296.226,299.551,303.377,293.126,293.304,293.48,297.729,294.631,294.221,311.411,301.508,294.944,293.983,294.204,299.492,307.644,301.503,297.293,296.165,297.146,302.42,308.109,297.297,296.344,296.896,305.053,296.675,295.621,297.072,0.3885,0,1.391,0,0.1655,0,0.004418,0.06825,1.029,2.253,0.4016,0.9881,0.5701,1.345,0,0.7081,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.3885
